id_osm_rer,comune_osm,nome_via_osm
661,Argelato,"Via Due Ponti"
662,Argelato,"Via F.lli Tampellini"
663,Argelato,"Via Frabetti"
664,Argelato,"Via Fratelli Cervi"
665,Argelato,"Via Fratelli Gnudi"
666,Argelato,"Via Fratelli Rosselli"
667,Argelato,"Via Funo"
668,Argelato,"Via Galliera"
669,Argelato,"Via Giacomo Matteotti"
670,Argelato,"Via Giacomo Puccini"
671,Argelato,"Via Giovanni Amendola"
672,Argelato,"Via Giovanni XXIII"
673,Argelato,"Via Gozzadina"
674,Argelato,"Via IV Novembre"
675,Argelato,"Via Lame"
676,Argelato,"Via Larghe"
677,Argelato,"Viale della Mercanzia"
678,Argelato,"Viale delle Arti Maggiori"
679,Argelato,"Viale delle Arti Minori"
680,Argelato,"Viale Niccolò Paganini"
681,Argelato,"Via Macero"
682,Argelato,"Via Marzabotto"
683,Argelato,"Via Nuova"
684,Argelato,"Via Osteriola"
685,Argelato,"Via Piero Gobetti"
686,Argelato,"Via Pietro Mascagni"
687,Argelato,"Via Pilastrino"
688,Argelato,"Via Ponte Reno"
689,Argelato,"Via Ponte Riolo"
690,Argelato,"Via Primo Maggio"
691,Argelato,"Via Renata Viganò"
692,Argelato,"Via Roma"
693,Argelato,"Via Ronchi"
694,Argelato,"Via San Donino"
695,Argelato,"Via San Giobbe"
696,Argelato,"Via San Pierino"
697,Argelato,"Via Santa Marta"
698,Argelato,"Via Sant'Antonio"
699,Argelato,"Via Santo Stefano"
700,Argelato,"Via Selvatico"
701,Argelato,"Via Stiatico"
702,Argelato,"Via Storta"
703,Argelato,"Via Teresa Candi"
704,Argelato,"Via T.G. Albinoni"
705,Argelato,"Via Venenta"
706,Argelato,"Via Vincenzo Bellini"
707,Argelato,"Via XXV Aprile"
708,Argelato,"Vicolo Ariatti"
709,Argelato,"Vicolo Ferrovia"
710,Argelato,"VIII Traversa"
711,Argelato,"VII Traversa"
712,Argelato,"VI Traversa"
713,Argelato,"V Traversa"
714,Argelato,"XII Traversa"
715,Argelato,"XI Traversa"
716,Argelato,"X Traversa"
717,Argenta,"Contrada Stradella"
718,Argenta,"Largo Ariosto"
719,Argenta,"Largo Dante Alighieri"
720,Argenta,"Largo Giardino"
721,Argenta,"Piazza Agida Cavalli"
722,Argenta,"Piazza Caduti della Libertà"
723,Argenta,"Piazza Caduti del Lavoro"
724,Argenta,"Piazza dei Valdegrani"
725,Argenta,"Piazza dell'Abbazia"
726,Argenta,"Piazza della Chiesa"
727,Argenta,"Piazza della Cintura"
728,Argenta,"Piazza del Popolo"
729,Argenta,"Piazza Giordano Bruno"
730,Argenta,"Piazza Giovanni Falcone e Paolo Borsellino"
731,Argenta,"Piazza Giovanni XXIII"
732,Argenta,"Piazza Giuseppe Garibaldi"
733,Argenta,"Piazza Giuseppe Mazzini"
734,Argenta,"Piazza Guglielmo Marconi"
735,Argenta,"Piazza Gustavo Bianchi"
736,Argenta,"Piazza Luigi Gualandi"
737,Argenta,"Piazza Sandro Pertini"
738,Argenta,"Strada Alberelli"
739,Argenta,"Strada Arginale"
740,Argenta,"Strada Beccaria"
741,Argenta,"Strada Bondella"
742,Argenta,"Strada della Boaria"
743,Argenta,"Strada della Botte"
744,Argenta,"Strada della Braglia"
745,Argenta,"Strada della Curiona"
746,Argenta,"Strada della Mancina"
747,Argenta,"Strada della Valle Vecchia"
748,Argenta,"Strada delle Anime"
749,Argenta,"Strada delle Frittelline"
750,Argenta,"Strada delle Lame"
751,Argenta,"Strada dell'Olmo e della Marianna"
752,Argenta,"Strada del Magone"
753,Argenta,"Strada del Masolino"
754,Argenta,"Strada del Po di Primaro"
755,Argenta,"Strada del Ponte"
756,Argenta,"Strada di Sant'Antonio"
757,Argenta,"Strada Donna Morta"
758,Argenta,"Strada Fosse"
759,Argenta,"Strada Giacomo Matteotti"
760,Argenta,"Strada Maè"
761,Argenta,"Strada Piangipane"
762,Argenta,"Strada Po di Primaro"
763,Argenta,"Strada Saiarino"
764,Argenta,"Strada Sant'Antonio"
765,Argenta,"Strada Sant'Emilia"
766,Argenta,"Strada Statale Adriatica"
767,Argenta,"Strada Umana"
768,Argenta,"Strada Valletta"
769,Argenta,"Stradone dei Bei Camini"
770,Argenta,"Vhia Chiesa"
771,Argenta,"Via 14 Aprile 1945"
772,Argenta,"Via 14 Giugno 1859"
773,Argenta,"Via 18 Aprile 1945"
774,Argenta,"Via 20 Settembre 1870"
775,Argenta,"Via 25 Aprile 1945"
776,Argenta,"Via 28^ Brigata Garibaldi"
777,Argenta,"Via 2 Giugno 1946"
778,Argenta,"Via 4 Novembre 1918"
779,Argenta,"Via 8 Marzo"
780,Argenta,"Via 8 Settembre 1944"
781,Argenta,"Via Achille Grandi"
782,Argenta,"Via Adalgisa Cervellati"
783,Argenta,"Via Ada Negri"
784,Argenta,"Via Adelmo Nicolai"
785,Argenta,"Via Adriatica"
786,Argenta,"Via Alba Nuova"
787,Argenta,"Via Alberelli Arenare"
788,Argenta,"Via Alberone"
789,Argenta,"Via Alcide De Gasperi"
790,Argenta,"Via Aldo Moro"
791,Argenta,"Via Alessandro Adolfino"
792,Argenta,"Via Alessandro Manzoni"
793,Argenta,"Via Alfiero Panizza"
794,Argenta,"Via Alfredo Geminiani"
795,Argenta,"Via Amsterdam"
796,Argenta,"Via Ancona"
797,Argenta,"Via Andrea Costa"
798,Argenta,"Via Angelo Manica"
799,Argenta,"Via Angelo Porcari"
800,Argenta,"Via Angiolo Profeti"
801,Argenta,"Via Antoline"
802,Argenta,"Via Antonio Alberti"
803,Argenta,"Via Antonio Cobianchi"
804,Argenta,"Via Antonio Dalle Vacche"
805,Argenta,"Via Antonio Fratti"
806,Argenta,"Via Antonio Gramsci"
807,Argenta,"Via Antonio Meucci"
808,Argenta,"Via Antonio Selmi"
809,Argenta,"Via Arena"
810,Argenta,"Via Argentana"
811,Argenta,"Via Argentani Caduti sul Lavoro"
812,Argenta,"Via Argine Circondariale Mezzano"
813,Argenta,"Via Argine Circondario Pioppa"
814,Argenta,"Via Arginello"
815,Argenta,"Via Argine Marino"
816,Argenta,"Via Argine Pioppa"
817,Argenta,"Via Arnaldo da Brescia"
818,Argenta,"Via Arno"
819,Argenta,"Via Arzildo Salvatori"
820,Argenta,"Via Augusto Mazzolani"
821,Argenta,"Via Bandissolo"
822,Argenta,"Via Bartolo Nigrisoli"
823,Argenta,"Via Bassa"
824,Argenta,"Via Bastia Levante"
825,Argenta,"Via Bastianino"
826,Argenta,"Via Beccaria"
827,Argenta,"Via Belvedere"
828,Argenta,"Via Benedetto Croce"
829,Argenta,"Via Benvenuto Tisi"
830,Argenta,"Via Bergamini Roda Celestina"
831,Argenta,"Via Berlino"
832,Argenta,"Via Bertrand Russel"
833,Argenta,"Via Biagio Rossetti"
834,Argenta,"Via Bisa"
835,Argenta,"Via Bologna"
836,Argenta,"Via Borgazzetto"
837,Argenta,"Via Borgo Palazzi"
838,Argenta,"Via Borgo Seliciata"
839,Argenta,"Via Brillantonio Ornoffi"
840,Argenta,"Via Bruno Bolognesi"
841,Argenta,"Via Bruno Buozzi"
842,Argenta,"Via Bulgarina"
843,Argenta,"Via Buriona"
844,Argenta,"Via Burioni"
845,Argenta,"Via Caduti Civili"
846,Argenta,"Via Caduti dello Spazio"
847,Argenta,"Via Camillo Prampolini"
848,Argenta,"Via Camillo Ricci"
849,Argenta,"Via Canapa"
850,Argenta,"Via Canelli"
851,Argenta,"Via Canne"
852,Argenta,"Via Cantalupo"
853,Argenta,"Via Cantone"
854,Argenta,"Via Cappuccini"
855,Argenta,"Via Carbonina"
856,Argenta,"Via Cardinala"
857,Argenta,"Via Carlo Besana"
858,Argenta,"Via Carlo Bolognesi"
859,Argenta,"Via Carlo Bononi"
860,Argenta,"Via Cascine"
861,Argenta,"Via Casino"
862,Argenta,"Via Cassiano Corticelli"
863,Argenta,"Via Castiglione"
864,Argenta,"Via Cavaliere Gaetano Mingozzi"
865,Argenta,"Via Cavo Spina"
866,Argenta,"Via Celese"
867,Argenta,"Via Celletta"
868,Argenta,"Via Cesare Battisti"
869,Argenta,"Via Cesare Gnudi"
870,Argenta,"Via Cesare Pavese"
871,Argenta,"Via Cesare Terranova"
872,Argenta,"Via Cesare Terranuova"
873,Argenta,"Via Chiesa"
874,Argenta,"Via Circonvallazione"
875,Argenta,"Via Ciro Macrelli"
876,Argenta,"Via Civettara"
877,Argenta,"Via Claudio Treves"
878,Argenta,"Via Collettore"
879,Argenta,"Via Correggiolo Colombarina"
880,Argenta,"Via Cosmé Tura"
881,Argenta,"Via Crescenzi I"
882,Argenta,"Via Crescenzi II"
883,Argenta,"Via Cristo"
884,Argenta,"Via Crocetta"
885,Argenta,"Via Crocifisso"
886,Argenta,"Via degli Artigiani"
887,Argenta,"Via dei Martiri"
888,Argenta,"Via del Catino"
889,Argenta,"Via del Chiesolino"
890,Argenta,"Via del Cippo"
891,Argenta,"Via del Fitto"
892,Argenta,"Via del Gelso"
893,Argenta,"Via del Guercino"
894,Argenta,"Via della Bonetta"
895,Argenta,"Via della Confraternita dei Battuti Bianchi"
896,Argenta,"Via della Cooperazione"
897,Argenta,"Via della Libertà"
898,Argenta,"Via della Mimosa"
899,Argenta,"Via della Repubblica"
900,Argenta,"Via della Stanga"
901,Argenta,"Via della Stuoia"
902,Argenta,"Via del Lavoratore"
903,Argenta,"Via del Lavoro"
904,Argenta,"Via delle Anime"
905,Argenta,"Via delle Canove"
906,Argenta,"Via delle Mondine"
907,Argenta,"Via delle Rose"
908,Argenta,"Via dell'Industria"
909,Argenta,"Via del Porto"
910,Argenta,"Via del Salice"
911,Argenta,"Via del Taglione"
912,Argenta,"Via del Trombone"
913,Argenta,"Via Demetrio Bandi"
914,Argenta,"Via di Mezzo"
915,Argenta,"Via Doccia"
916,Argenta,"Via Domenico Merlanti"
917,Argenta,"Via Donatori di Sangue"
918,Argenta,"Via Don Enrico Ballardini"
919,Argenta,"Via Don Giovanni Cavallini"
920,Argenta,"Via Don Giovanni Mesini"
921,Argenta,"Via Don Giovanni Minzoni"
922,Argenta,"Via Don Santo Perin"
923,Argenta,"Via Dosso Dossi"
924,Argenta,"Via Edero Ravaioli"
925,Argenta,"Via Edmondo De Amicis"
926,Argenta,"Via Edmondo Fuschini"
927,Argenta,"Via Edoardo Morelli"
928,Argenta,"Via Elio Stegani"
929,Argenta,"Via Elisa Buscaroli"
930,Argenta,"Via Enrico Mattei"
931,Argenta,"Via Enzo Simonini"
932,Argenta,"Via Ercole De Roberti"
933,Argenta,"Via Ettore Biavati"
934,Argenta,"Via Ettore Majorana"
935,Argenta,"Via Eugenio Curiel"
936,Argenta,"Via Eugenio Montale"
937,Argenta,"Via Fascinata"
938,Argenta,"Via Federico Muratori"
939,Argenta,"Via Felino Campana"
940,Argenta,"Via Ferruccio Parri"
941,Argenta,"Via Filippo Turati"
942,Argenta,"Via Fiorana"
943,Argenta,"Via Firenze"
944,Argenta,"Via Fiume"
945,Argenta,"Via Fiume Vecchio"
946,Argenta,"Via Fornace Vecchia"
947,Argenta,"Via Fossa dei Socialisti"
948,Argenta,"Via Fossa Menate"
949,Argenta,"Via Fossa Uomini"
950,Argenta,"Via Fossetta"
951,Argenta,"Via Francesco Baracca"
952,Argenta,"Via Francesco Bertoldi"
953,Argenta,"Via Francesco Costanzo Catanio"
954,Argenta,"Via Francesco Del Cossa"
955,Argenta,"Via Francesco Ferrieri"
956,Argenta,"Via Francesco Severi"
957,Argenta,"Via Fratelli Cervi"
958,Argenta,"Via Fratelli Giuseppe e Ruggero Mazzini"
959,Argenta,"Via Fratelli Mazzini"
960,Argenta,"Via Fratelli Teseo e Vincenzo Corticelli"
961,Argenta,"via Frutteti"
962,Argenta,"Via Gaetano Guerriero"
963,Argenta,"Via Gaetano Montanari"
964,Argenta,"Via Gaetano Previati"
965,Argenta,"Via Garusola"
966,Argenta,"Via Gavasina"
967,Argenta,"Via Gazzana"
968,Argenta,"Via Genova"
969,Argenta,"Via Germano Manini"
970,Argenta,"Via Giacomo Brodolini"
971,Argenta,"Via Giacomo Leopardi"
972,Argenta,"Via Giacomo Matteotti"
973,Argenta,"Via Giacomo Puccini"
974,Argenta,"Via Giacomo Vighi"
975,Argenta,"Via Giancarlo Pomoni"
976,Argenta,"Via Gino Arnoffi"
977,Argenta,"Via Gino Masperi"
978,Argenta,"Via Giorgio De Chirico"
979,Argenta,"Via Giosuè Carducci"
980,Argenta,"Via Giovan Battista Aleotti"
981,Argenta,"Via Giovanni Amendola"
982,Argenta,"Via Giovanni Boldini"
983,Argenta,"Via Giovanni Diani"
984,Argenta,"Via Giovanni Mezzoli"
985,Argenta,"Via Giovanni Pascoli"
986,Argenta,"Via Giovanni Verga"
987,Argenta,"Via Giovanni XXIII"
988,Argenta,"Via Giovanni Zannoni"
989,Argenta,"Via Giovecca"
990,Argenta,"Via Giuliana"
991,Argenta,"Via Giulio Mezzogori"
992,Argenta,"Via Giulio Piazzi"
993,Argenta,"Via Giuseppe Caletti"
994,Argenta,"Via Giuseppe Di Vittorio"
995,Argenta,"Via Giuseppe Fantini"
996,Argenta,"Via Giuseppe Galassi"
997,Argenta,"Via Giuseppe Garibaldi"
998,Argenta,"Via Giuseppe Vandini"
999,Argenta,"Via Gorizia"
1000,Argenta,"Via Grazia Deledda"
1001,Argenta,"Via Gregorio Ricci Curbastro"
1002,Argenta,"Via Gresolo"
1003,Argenta,"Via Guglielmo Marconi"
1004,Argenta,"Via Guglielmo Oberdan"
1005,Argenta,"Via Guido Reni"
1006,Argenta,"Via Guido Rossa"
1007,Argenta,"Via Gustavo Bianchi"
1008,Argenta,"Via Iginio Mazzolini"
1009,Argenta,"Via Ignazio Gattelli"
1010,Argenta,"Via Imperiale"
1011,Argenta,"Via Isonzo"
1012,Argenta,"Via Italo Calvino"
1013,Argenta,"Via Jacopo Bambini"
1014,Argenta,"Via Jacopo Filippo Medici"
1015,Argenta,"Via Jurai Basnar"
1016,Argenta,"Via Juraj Giorgio Bosnar"
1017,Argenta,"Via Lametta"
1018,Argenta,"Via Largo Spinata"
1019,Argenta,"Viale Antonio Roiti"
1020,Argenta,"Viale dei Tigli"
1021,Argenta,"Via Lelio Basso"
1022,Argenta,"Via Leonardo Da Vinci"
1023,Argenta,"Via Leonardo Fibonacci"
1024,Argenta,"Viale Rimembranze"
1025,Argenta,"Via Lisbona"
1026,Argenta,"Via Livio Reschiglian"
1027,Argenta,"Via Lodigiana"
1028,Argenta,"Via Londra"
1029,Argenta,"Via Luciano Romagnoli"
1030,Argenta,"Via Luigi Amadesi"
1031,Argenta,"Via Luigi Galvani"
1032,Argenta,"Via Luigi Magrini"
1033,Argenta,"Via Luigi Pirandello"
1034,Argenta,"Via Lungo Reno"
1035,Argenta,"Via Madonna del Bosco"
1036,Argenta,"Via Madonnina"
1037,Argenta,"Via Madrid"
1038,Argenta,"Via Maè"
1039,Argenta,"Via Mampiglia Olmo"
1040,Argenta,"Via Mantellina"
1041,Argenta,"Via Mantello"
1042,Argenta,"Via Mantovana"
1043,Argenta,"Via Manzina"
1044,Argenta,"Via Marchetto"
1045,Argenta,"Via Marco Nicolò Balestri"
1046,Argenta,"Via Maria Margotti"
1047,Argenta,"Via Mario Bedeschi"
1048,Argenta,"Via Mario Gordini"
1049,Argenta,"Via Mario Tosi"
1050,Argenta,"Via Mario Tozzi"
1051,Argenta,"Via Martiri della Libertà"
1052,Argenta,"Via Martiri del Ponte Bastia"
1053,Argenta,"Via Marzabotto"
1054,Argenta,"Via Medelana"
1055,Argenta,"Via Mentana"
1056,Argenta,"Via Mezzano"
1057,Argenta,"Via Milano"
1058,Argenta,"Via Modena"
1059,Argenta,"Via Molinetto"
1060,Argenta,"Via Monsignor Angelo Rossini"
1061,Argenta,"Via Montecatina"
1062,Argenta,"Via Morari"
1063,Argenta,"Via Morona"
1064,Argenta,"Via Napoli"
1065,Argenta,"Via Natale Gaiba"
1066,Argenta,"Via Nazionale"
1067,Argenta,"Via Nazionale Levante"
1068,Argenta,"Via Nazionale Nord"
1069,Argenta,"Via Nazionale Ponente"
1070,Argenta,"Via Nazionale Sud"
1071,Argenta,"Via Nerina Minozzi"
1072,Argenta,"Via Nicolò Copernico"
1073,Argenta,"Via Nicolò Rondinelli"
1074,Argenta,"Via Nugaroni"
1075,Argenta,"Via Nullo Baldini"
1076,Argenta,"Via Oca Campazzo"
1077,Argenta,"Via Oca Pisana"
1078,Argenta,"Via Olmo Mampiglia"
1079,Argenta,"Via Olmo Pampiglia"
1080,Argenta,"Via Opera Pia"
1081,Argenta,"Via Oreste Stignani"
1082,Argenta,"Via Pablo Neruda"
1083,Argenta,"Via Pablo Picasso"
1084,Argenta,"Via Pace"
1085,Argenta,"Via Pagana"
1086,Argenta,"Via Paiazza"
1087,Argenta,"Via Palmanova"
1088,Argenta,"Via Palmiro Togliatti"
1089,Argenta,"Via Paolo Benati"
1090,Argenta,"Via Paolo Cesari"
1091,Argenta,"Via Parata"
1092,Argenta,"Via Parigi"
1093,Argenta,"Via Patuzza"
1094,Argenta,"Via Pecora"
1095,Argenta,"Via Piave"
1096,Argenta,"Via Pier Luigi Nervi"
1097,Argenta,"Via Pier Paolo Pasolini"
1098,Argenta,"Via Pietro Nenni"
1099,Argenta,"Via Pietro Paolo Travasoni"
1100,Argenta,"Via Pietro Vianelli"
1101,Argenta,"Via Pio La Torre"
1102,Argenta,"Via Pioppa Storta"
1103,Argenta,"Via Pioppine"
1104,Argenta,"Via Pisa"
1105,Argenta,"Via Po"
1106,Argenta,"Via Portoni Brandissolo"
1107,Argenta,"Via Porto Vallone"
1108,Argenta,"Via Pozze Androna"
1109,Argenta,"Via Prafitta - Bertolina"
1110,Argenta,"Via Praga"
1111,Argenta,"Via Primo Ghini"
1112,Argenta,"Via Primo Guerra"
1113,Argenta,"Via Primo Guerrini"
1114,Argenta,"Via Provinciale"
1115,Argenta,"Via Rangona"
1116,Argenta,"Via Recalci"
1117,Argenta,"Via Renata Viganò"
1118,Argenta,"Via Reno"
1119,Argenta,"Via Rinascita"
1120,Argenta,"Via Risarola"
1121,Argenta,"Via Risorgimento"
1122,Argenta,"Via Rodolfo Morandi"
1123,Argenta,"Via Roma"
1124,Argenta,"Via Romano Ferrozzi"
1125,Argenta,"Via Rosa Bardelli"
1126,Argenta,"Via Rosolo"
1127,Argenta,"Via Rotta Martella"
1128,Argenta,"Via Ruviole"
1129,Argenta,"Via Sabbioncini"
1130,Argenta,"Via Sabbioni"
1131,Argenta,"Via Salvatore Quasimodo"
1132,Argenta,"Via San Lazzaro"
1133,Argenta,"Via San Sabba"
1134,Argenta,"Via Sant'Agata"
1135,Argenta,"Via Sant'Antonio"
1136,Argenta,"Via Saraceno"
1137,Argenta,"Via Scabbia"
1138,Argenta,"Via Scarsellino"
1139,Argenta,"Via Seliciata"
1140,Argenta,"Via Senio Ghirardelli"
1141,Argenta,"Via Serraglio"
1142,Argenta,"Via Silvio Pellico"
1143,Argenta,"Via Spina"
1144,Argenta,"Via Spinata"
1145,Argenta,"Via Susine"
1146,Argenta,"Via Tamerischi"
1147,Argenta,"Via Tavoliere"
1148,Argenta,"Via Telane"
1149,Argenta,"Via Teofilo Ferretti"
1150,Argenta,"Via Teresa Pasi"
1151,Argenta,"Via Terraglio della Carità"
1152,Argenta,"Via Terraglio della Fossa"
1153,Argenta,"Via Terraglio Mura"
1154,Argenta,"Via Torino"
1155,Argenta,"Via Torquato Tasso"
1156,Argenta,"Via Trebbo"
1157,Argenta,"Via Trieste"
1158,Argenta,"Via Umberto Romagnoli"
1159,Argenta,"Via Val d'Albero"
1160,Argenta,"Via Val Gramigna"
1161,Argenta,"Via Valle Santa"
1162,Argenta,"Via Valletta"
1163,Argenta,"Via Valle Umana"
1164,Argenta,"Via Valli Salse"
1165,Argenta,"Via Val Testa"
1166,Argenta,"Via Vanzume"
1167,Argenta,"Via Veneto"
1168,Argenta,"Via Venezia"
1169,Argenta,"Via Viazza"
1170,Argenta,"Via Viazzola"
1171,Argenta,"Via Vicenzo Monti"
1172,Argenta,"Via Vinarola"
1173,Argenta,"Via Vincenzo Bellini"
1174,Argenta,"Via Vincenzo Bondeni"
1175,Argenta,"Via Vincenzo Coatti"
1176,Argenta,"Via Viola"
1177,Argenta,"Via Walter Musacci"
1178,Argenta,"Via Walter Tabarroni"
1179,Argenta,"Via Walter Tobagi"
1180,Argenta,"Via Wladimiro Colonna"
1181,Argenta,"Via XXIV Maggio"
1182,Argenta,"Via Zenzalino"
1183,Argenta,"Vicolo Cuor di Gesù"
1184,Argenta,"Vicolo del Portello"
1185,Argenta,"Vicolo del Santissimo"
1186,Argenta,"Vicolo Primaro"
1187,Argenta,"Vicolo San Domenico"
1188,Argenta,"Vicolo San Giovanni"
1189,Argenta,"Vicolo Travasoni"
1190,Bagnacavallo,"Autostrada Adriatica Diramazione per Ravenna"
1191,Bagnacavallo,"Carraia Ballotta"
1192,Bagnacavallo,"Carraia Bastogi"
1193,Bagnacavallo,"Carraia Biondina"
1194,Bagnacavallo,"Carraia Ercolani"
1195,Bagnacavallo,"Carraia Foschini"
1196,Bagnacavallo,"Carraia Guerrini"
1197,Bagnacavallo,"Carraia Sangiorgi"
1198,Bagnacavallo,"Carraia Sorboli"
1199,Bagnacavallo,"Carraia Utili"
1200,Bagnacavallo,"Carraia Vitelloni"
1201,Bagnacavallo,"Carraia Zoli"
1202,Bagnacavallo,"Largo Alcide De Gasperi"
1203,Bagnacavallo,"Largo Boves"
1204,Bagnacavallo,"Largo Ilaria Alpi"
1205,Bagnacavallo,"Largo John Fitzgerald Kennedy"
1206,Bagnacavallo,"Largo Marzabotto"
1207,Bagnacavallo,"Largo Nicola Calipari"
1208,Bagnacavallo,"Piazza Carducci"
1209,Bagnacavallo,"Piazza della Libertà"
1210,Bagnacavallo,"Piazza Nuova"
1211,Bagnacavallo,"SP 88 - Via Cogollo"
1212,Bagnacavallo,"Strada provinciale 25"
1213,Bagnacavallo,"Strada Provinciale 25"
1214,Bagnacavallo,"Strada Provinciale 75"
1215,Bagnacavallo,"Strada Provinciale Canale Naviglio"
1216,Bagnacavallo,"Strada Provinciale Naviglio"
1217,Bagnacavallo,"Strada Statale 16 Adriatica"
1218,Bagnacavallo,"Travera Pirazzini"
1219,Bagnacavallo,"Traversa Apollinare Zoli"
1220,Bagnacavallo,"Traversa Argentina"
1221,Bagnacavallo,"Traversa Berardi"
1222,Bagnacavallo,"Traversa delle Sabbione"
1223,Bagnacavallo,"Traversa Dirani"
1224,Bagnacavallo,"Traversa Erminio Salvatori"
1225,Bagnacavallo,"Traversa Giovanni Alberani"
1226,Bagnacavallo,"Traversa Lucci"
1227,Bagnacavallo,"Traversa Mulino"
1228,Bagnacavallo,"Traversa Nuova"
1229,Bagnacavallo,"Traversa Pirazzini"
1230,Bagnacavallo,"Traversa Rambelli"
1231,Bagnacavallo,"Traversa Reginetta"
1232,Bagnacavallo,"Traversa San Gervasio"
1233,Bagnacavallo,"Traversa Tirapani"
1234,Bagnacavallo,"Via 11 Dicembre 1944"
1235,Bagnacavallo,"Via 20 Settembre"
1236,Bagnacavallo,"Via 25 Aprile"
1237,Bagnacavallo,"Via 28^ Brigata Garibaldi"
1238,Bagnacavallo,"Via 2 Giugno"
1239,Bagnacavallo,"Via Abbadesse"
1240,Bagnacavallo,"Via Abbandonata"
1241,Bagnacavallo,"Via Abruzzo"
1242,Bagnacavallo,"Via Achille Grandi"
1243,Bagnacavallo,"Via Ada Negri"
1244,Bagnacavallo,"Via Adolfo Gamberini"
1245,Bagnacavallo,"Via Aguta"
1246,Bagnacavallo,"Via Albergone"
1247,Bagnacavallo,"Via Aldo Allegri"
1248,Bagnacavallo,"Via Alessandro Manzoni"
1249,Bagnacavallo,"Via Alfredo Catalani"
1250,Bagnacavallo,"Via Alfredo Oriani"
1251,Bagnacavallo,"Via Amilcare Foschini"
1252,Bagnacavallo,"Via Amilcare Ponchielli"
1253,Bagnacavallo,"Via Andrea Costa"
1254,Bagnacavallo,"Via Angelo Baroni"
1255,Bagnacavallo,"Via Antiche Terme"
1256,Bagnacavallo,"Via Antonio Galassini"
1257,Bagnacavallo,"Via Antonio Guerrini"
1258,Bagnacavallo,"Via Antonio Vivaldi"
1259,Bagnacavallo,"Via Arcangelo Corelli"
1260,Bagnacavallo,"Via Argine Destro Fosso Vecchio"
1261,Bagnacavallo,"Via Armando Diaz"
1262,Bagnacavallo,"Via Arrigo Boito"
1263,Bagnacavallo,"Via Arturo Toscanini"
1264,Bagnacavallo,"Via Aurelio Saffi"
1265,Bagnacavallo,"Via Baccano"
1266,Bagnacavallo,"Via Bagnoli Inferiore"
1267,Bagnacavallo,"Via Bagnoli Superiore"
1268,Bagnacavallo,"Via Bandiera"
1269,Bagnacavallo,"Via Bandoli"
1270,Bagnacavallo,"Via Barbavera"
1271,Bagnacavallo,"Via Bartolomeo Ramenghi"
1272,Bagnacavallo,"Via Bartolomeo Ricci"
1273,Bagnacavallo,"Via Basilica"
1274,Bagnacavallo,"Via Bassa Superiore"
1275,Bagnacavallo,"Via Battaglina"
1276,Bagnacavallo,"Via Bellaria"
1277,Bagnacavallo,"Via Bianchini"
1278,Bagnacavallo,"Via Bigarano"
1279,Bagnacavallo,"Via Biondi"
1280,Bagnacavallo,"Via Boncellino"
1281,Bagnacavallo,"Via Bonoli"
1282,Bagnacavallo,"Via Bora"
1283,Bagnacavallo,"Via Bruno Buozzi"
1284,Bagnacavallo,"Via Cà del Vento"
1285,Bagnacavallo,"Via Caduti del Lavoro"
1286,Bagnacavallo,"Via Caduti di Brescia"
1287,Bagnacavallo,"Via Cairoli"
1288,Bagnacavallo,"Via Camerata"
1289,Bagnacavallo,"Via Camillo Prampolini"
1290,Bagnacavallo,"Via Canalina"
1291,Bagnacavallo,"Via Caravita"
1292,Bagnacavallo,"Via Carlo Cattaneo"
1293,Bagnacavallo,"Via Casalino"
1294,Bagnacavallo,"Via Cavour"
1295,Bagnacavallo,"Via Celletta"
1296,Bagnacavallo,"Via Cervi"
1297,Bagnacavallo,"Via Cesare Battisti"
1298,Bagnacavallo,"Via Cesare Donati"
1299,Bagnacavallo,"Via Cesare Ercolani"
1300,Bagnacavallo,"Via Cesare Pavese"
1301,Bagnacavallo,"Via Chiara"
1302,Bagnacavallo,"Via Chiusa"
1303,Bagnacavallo,"Via Ciro Menotti"
1304,Bagnacavallo,"Via Cocchi"
1305,Bagnacavallo,"Via Cogollo"
1306,Bagnacavallo,"Via Confini Levante"
1307,Bagnacavallo,"Via Confini Nord"
1308,Bagnacavallo,"Via Contarini"
1309,Bagnacavallo,"Via Contessi"
1310,Bagnacavallo,"Via Crocetta"
1311,Bagnacavallo,"Via degli Orsini"
1312,Bagnacavallo,"Via dei Martini"
1313,Bagnacavallo,"Via del Canale"
1314,Bagnacavallo,"Via della Cagnina"
1315,Bagnacavallo,"Via della Chiesa"
1316,Bagnacavallo,"Via della Cooperazione"
1317,Bagnacavallo,"Via della Costituzione"
1318,Bagnacavallo,"Via della Ferrovia"
1319,Bagnacavallo,"Via della Fiera"
